Feature,Split,Gain,Cover,Frequency,RealCover,RealCover %,LongName
P_99213_LAST_EXP_DT,0.5,0.00767723405204369,0.003300374949504074,0.0038576939562794685,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
G_797000_FIRST_EXP_DT,2382.5,0.007410846309887955,0.007083621634927274,4.286326618088298e-4,NA,NA,POTASSIUM***
D_2768_LAST_EXP_DT,1291,0.007134372131099259,0.0047411461302620415,8.572653236176596e-4,NA,NA,HYPOPOTASSEMIA
G_371000_AVG_CLAIM_CNT,0.25,0.0071135766625098195,0.017453011768620245,0.0012858979854264896,151,0.151,CARBONIC ANHYDRASE INHIBITORS***
AGE,49.5,0.006967778179070842,0.0018546269063849147,0.0012858979854264896,686,0.686,Age
P_99215_LAST_EXP_DT,0.5,0.006921304577306492,0.0025013839374005815,0.0017145306472353193,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 40 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_7807_LAST_EXP_DT,31.5,0.006762320414337346,0.008913785770002165,8.572653236176596e-4,NA,NA,MALAISE AND FATIGUE
P_99223_LAST_EXP_DT,0.5,0.006395118859022691,0.0458358049627514,0.002571795970852979,NA,NA,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PROBLEM(S) REQUIRING ADMISSION ARE OF HIGH SEVERITY. TYPICALLY, 70 MINUTES ARE SPENT AT THE BEDSIDE AND ON THE PATIENT'S HOSPITAL FLOOR OR UNIT."
D_4019_LAST_EXP_DT,1.5,0.006355436058792783,0.0029183934171595357,0.0017145306472353193,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
G_371000_LAST_EXP_DT,527.5,0.006337902675784955,0.017746764185900137,4.286326618088298e-4,NA,NA,CARBONIC ANHYDRASE INHIBITORS***
P_99204_LAST_EXP_DT,0.5,0.00563382715126438,0.005406227838619415,0.0012858979854264896,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A NEW PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 45 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_36415_LAST_EXP_DT,0.5,0.005569958811669286,0.004093016734619771,0.0012858979854264896,NA,NA,COLLECTION OF VENOUS BLOOD BY VENIPUNCTURE
D_2768_LAST_EXP_DT,0.5,0.005158578297669713,0.001624873369398269,0.0021431633090441492,NA,NA,HYPOPOTASSEMIA
D_2768_LAST_EXP_DT,1.5,0.005008145010598641,3.959750806148639e-4,8.572653236176596e-4,NA,NA,HYPOPOTASSEMIA
S_S44_LAST_EXP_,24.5,0.004752997795377768,0.0025462353745648843,0.0012858979854264896,NA,NA,NEUROLOGY
S_S37_LAST_EXP_,0.5,0.004557685522274833,0.002419451991611889,8.572653236176596e-4,NA,NA,INTERNAL MEDICINE
P_36415_LAST_EXP_DT,1.5,0.004356177837114904,0.004371153833588837,0.0017145306472353193,NA,NA,COLLECTION OF VENOUS BLOOD BY VENIPUNCTURE
D_4010_LAST_EXP_DT,288.5,0.00426970248581468,0.0019122792804767037,0.0017145306472353193,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
D_4019_LAST_EXP_DT,0.5,0.004190088762806816,0.00550707922564231,0.0021431633090441492,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
G_797000_LAST_EXP_DT,1116.5,0.0041227058987699464,0.0019485908948832533,4.286326618088298e-4,NA,NA,POTASSIUM***
P_99204_LAST_EXP_DT,3.5,0.004074207554230803,0.004526408975821353,0.0030004286326618087,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A NEW PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 45 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
AGE,51.5,0.0037884343387771186,0.0012214179402239061,8.572653236176596e-4,654,0.654,Age
P_99285_LAST_EXP_DT,11.5,0.003713035559949987,0.001232842703423921,8.572653236176596e-4,NA,NA,"EMERGENCY DEPARTMENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS WITHIN THE CONSTRAINTS IMPOSED BY THE URGENCY OF THE PATIENT'S CLINICAL CONDITION AND/OR MENTAL STATUS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF HIGH SEVERITY AND POSE AN IMMEDIATE SIGNIFICANT THREAT TO LIFE OR PHYSIOLOGIC FUNCTION."
D_7288_LAST_EXP_DT,86.5,0.0035707476770326816,0.0017150658038811452,8.572653236176596e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
P_99214_LAST_EXP_DT,0.5,0.003518898304722851,9.669964846376926e-4,0.002571795970852979,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
G_371000_AVG_CLAIM_CNT,0.55,0.0034615312467570327,0.010991875211213465,0.0012858979854264896,150,0.15,CARBONIC ANHYDRASE INHIBITORS***
P_99215_LAST_EXP_DT,6.5,0.0033072043191632564,0.004057017103712794,0.0034290612944706386,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 40 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_93010_LAST_EXP_DT,68.5,0.003295523920784491,0.0029791884808522437,8.572653236176596e-4,NA,NA,"ELECTROCARDIOGRAM, ROUTINE ECG WITH AT LEAST 12 LEADS; INTERPRETATION AND REPORT ONLY"
D_2768_LAST_EXP_DT,445.5,0.003202245799993503,0.022745410976334864,4.286326618088298e-4,NA,NA,HYPOPOTASSEMIA
D_7288_LAST_EXP_DT,599.5,0.0031893753420451985,4.599960899702944e-4,8.572653236176596e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
P_99285_LAST_EXP_DT,0.5,0.0031825921267562957,0.006130359335068024,0.0021431633090441492,NA,NA,"EMERGENCY DEPARTMENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS WITHIN THE CONSTRAINTS IMPOSED BY THE URGENCY OF THE PATIENT'S CLINICAL CONDITION AND/OR MENTAL STATUS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF HIGH SEVERITY AND POSE AN IMMEDIATE SIGNIFICANT THREAT TO LIFE OR PHYSIOLOGIC FUNCTION."
D_2420_LAST_EXP_DT,4,0.0030804453579373016,0.0021832423914274193,0.0012858979854264896,NA,NA,TOXIC DIFFUSE GOITER
D_7807_LAST_EXP_DT,2.5,0.003069133350257839,0.008620013400289155,4.286326618088298e-4,NA,NA,MALAISE AND FATIGUE
S_S44_LAST_EXP_,2.5,0.0030507517465203906,0.00233131830359325,8.572653236176596e-4,NA,NA,NEUROLOGY
P_99291_LAST_EXP_DT,1.5,0.002989830924911732,0.014568550184754243,8.572653236176596e-4,NA,NA,"CRITICAL CARE, EVALUATION AND MANAGEMENT OF THE CRITICALLY ILL OR CRITICALLY INJURED PATIENT; FIRST 30-74 MINUTES"
AGE,59.5,0.0029853923172849465,7.905090514017644e-4,8.572653236176596e-4,624,0.624,Age
P_83735_LAST_EXP_DT,2,0.002890267992083996,0.0015538537720501202,4.286326618088298e-4,NA,NA,MAGNESIUM
AGE,50.5,0.0028750992287308276,2.4357404324616222e-4,0.0012858979854264896,660,0.66,Age
D_4019_LAST_EXP_DT,2.5,0.002846522822766817,0.001654103865293318,8.572653236176596e-4,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
G_372000_AVG_CLAIM_CNT,0.05,0.002840349188466411,3.915088191555879e-4,8.572653236176596e-4,159,0.159,LOOP DIURETICS***
G_797000_LAST_EXP_DT,341.5,0.002831199914752144,0.011020853399522523,4.286326618088298e-4,NA,NA,POTASSIUM***
P_70450_FIRST_EXP_DT,913.5,0.0028036212962724697,2.060110485119702e-4,8.572653236176596e-4,NA,NA,"COMPUTED TOMOGRAPHY, HEAD OR BRAIN; WITHOUT CONTRAST MATERIAL"
D_7288_FIRST_EXP_DT,0.5,0.0027360389662968686,0.014864733896701732,0.0017145306472353193,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
P_82550_FIRST_EXP_DT,0.5,0.0026837782363625727,0.029307276485379532,8.572653236176596e-4,NA,NA,"CREATINE KINASE (CK), (CPK); TOTAL"
D_7288_LAST_EXP_DT,67.5,0.0026560230414781195,3.1593408132793617e-4,4.286326618088298e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
G_797000_LAST_EXP_DT,612.5,0.0026311453880048727,0.020695389166939686,4.286326618088298e-4,NA,NA,POTASSIUM***
D_7288_LAST_EXP_DT,1522,0.002602749286169742,0.0012524777114638276,4.286326618088298e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
G_372000_FIRST_EXP_DT,182,0.002586249202123212,8.334203865245448e-5,4.286326618088298e-4,NA,NA,LOOP DIURETICS***
S_S24_LAST_EXP_,0.5,0.0025431227042094426,0.0015129366826168989,0.0017145306472353193,NA,NA,FAMILY MEDICINE
D_7807_LAST_EXP_DT,90.5,0.0024446676248250205,0.001790199411551263,4.286326618088298e-4,NA,NA,MALAISE AND FATIGUE
P_99245_FIRST_EXP_DT,60,0.002389085296520834,0.00355345034139824,8.572653236176596e-4,NA,NA,"OFFICE CONSULTATION FOR A NEW OR ESTABLISHED PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 80 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
G_797000_LAST_EXP_DT,373.5,0.002381080499504206,0.01733806580146117,4.286326618088298e-4,NA,NA,POTASSIUM***
D_7288_LAST_EXP_DT,316.5,0.0022688498446003184,1.0701759578332645e-4,4.286326618088298e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
AGE,52.5,0.002221785692859987,1.731973314314622e-4,0.0012858979854264896,663,0.663,Age
D_3441_LAST_EXP_DT,780,0.002215336991760137,0.002473668193950255,0.0021431633090441492,NA,NA,(blank)
G_797000_LAST_EXP_DT,385.5,0.0022059101660970256,8.887902022683044e-5,4.286326618088298e-4,NA,NA,POTASSIUM***
P_99222_FIRST_EXP_DT,5.5,0.0022015179915248297,0.0018564832082073664,0.0012858979854264896,NA,NA,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PROBLEM(S) REQUIRING ADMISSION ARE OF MODERATE SEVERITY. TYPICALLY, 50 MINUTES ARE SPENT AT THE BEDSIDE AND ON THE PATIENT'S HOSPITAL FLOOR OR UNIT."
S_S44_FIRST_EXP,24.5,0.002110244993908105,0.0010537315252337452,4.286326618088298e-4,NA,NA,NEUROLOGY
D_2768_LAST_EXP_DT,8.5,0.0020528517764749118,9.13095893514009e-4,0.0012858979854264896,NA,NA,HYPOPOTASSEMIA
D_3449_LAST_EXP_DT,738.5,0.0020330353259519662,0.003895803258024213,4.286326618088298e-4,NA,NA,(blank)
P_99245_FIRST_EXP_DT,0.5,0.002018987691971805,0.0059288292221229555,4.286326618088298e-4,NA,NA,"OFFICE CONSULTATION FOR A NEW OR ESTABLISHED PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 80 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_7807_FIRST_EXP_DT,31.5,0.00200810535354397,0.0045535987005805405,4.286326618088298e-4,NA,NA,MALAISE AND FATIGUE
P_99223_LAST_EXP_DT,13.5,0.0019885773111488294,9.890802003777264e-4,8.572653236176596e-4,NA,NA,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PROBLEM(S) REQUIRING ADMISSION ARE OF HIGH SEVERITY. TYPICALLY, 70 MINUTES ARE SPENT AT THE BEDSIDE AND ON THE PATIENT'S HOSPITAL FLOOR OR UNIT."
P_99204_LAST_EXP_DT,80.5,0.0019682893362264566,0.0014601752847310408,8.572653236176596e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A NEW PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 45 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
G_797000_LAST_EXP_DT,142.5,0.0018784250913265225,0.0012456129861587162,0.0012858979854264896,NA,NA,POTASSIUM***
D_2768_LAST_EXP_DT,540,0.0018503637652751185,0.0013135375983596603,4.286326618088298e-4,NA,NA,HYPOPOTASSEMIA
S_S11_LAST_EXP_,7,0.0018362965116944258,0.002085246923125894,4.286326618088298e-4,NA,NA,CHILD NEUROLOGY
P_99223_LAST_EXP_DT,2.5,0.001811051317704566,0.001724332439361448,0.0012858979854264896,NA,NA,"INITIAL HOSPITAL CARE, PER DAY, FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PROBLEM(S) REQUIRING ADMISSION ARE OF HIGH SEVERITY. TYPICALLY, 70 MINUTES ARE SPENT AT THE BEDSIDE AND ON THE PATIENT'S HOSPITAL FLOOR OR UNIT."
D_4019_LAST_EXP_DT,3.5,0.0017840364357468142,2.7588773421430426e-4,4.286326618088298e-4,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
P_99285_LAST_EXP_DT,31.5,0.0017818455803541914,0.0013023007508024109,4.286326618088298e-4,NA,NA,"EMERGENCY DEPARTMENT VISIT FOR THE EVALUATION AND MANAGEMENT OF A PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS WITHIN THE CONSTRAINTS IMPOSED BY THE URGENCY OF THE PATIENT'S CLINICAL CONDITION AND/OR MENTAL STATUS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF HIGH SEVERITY AND POSE AN IMMEDIATE SIGNIFICANT THREAT TO LIFE OR PHYSIOLOGIC FUNCTION."
S_S44_LAST_EXP_,5.5,0.0017658843813355778,6.110976797861287e-5,8.572653236176596e-4,NA,NA,NEUROLOGY
S_S11_LAST_EXP_,0.5,0.00174690961167541,0.010265472420472247,4.286326618088298e-4,NA,NA,CHILD NEUROLOGY
S_S37_FIRST_EXP,1.5,0.001719729925073198,0.0012681984148986427,4.286326618088298e-4,NA,NA,INTERNAL MEDICINE
D_7288_LAST_EXP_DT,76.5,0.0016827600578060414,0.0027316876173838554,4.286326618088298e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
D_3599_FIRST_EXP_DT,1323,0.0016517872484345124,0.0016719286434926867,4.286326618088298e-4,NA,NA,(blank)
D_7807_LAST_EXP_DT,9.5,0.0016462022021500348,2.8962407748323873e-4,4.286326618088298e-4,NA,NA,MALAISE AND FATIGUE
