Feature,Split,Gain,Cover,Frequency,RealCover,RealCover %,LongName
S_S21_LAST_EXP_,0.5,0.009962096809898407,0.04522243038490253,0.005025125628140704,NA,NA,DIAGNOSTIC RADIOLOGY
D_3449_AVG_CLAIM_CNT,0.05,0.009478956291315316,0.03831707208228569,0.00446677833612507,198,0.066,(blank)
D_4010_LAST_EXP_DT,433.5,0.00907022967937655,0.0013326434289230474,0.0011166945840312675,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
D_2768_LAST_EXP_DT,72.5,0.0069402725127645296,8.877089068459564e-4,5.583472920156337e-4,NA,NA,HYPOPOTASSEMIA
S_S37_LAST_EXP_,0.5,0.0068336920915114206,0.0010327889896008314,0.003908431044109436,NA,NA,INTERNAL MEDICINE
D_2768_LAST_EXP_DT,0.5,0.006748416228946598,0.0012015271265700426,0.002233389168062535,NA,NA,HYPOPOTASSEMIA
G_371000_AVG_CLAIM_CNT,0.15,0.00584079204778129,0.007501229452517635,0.0016750418760469012,478,0.15933333333333333,CARBONIC ANHYDRASE INHIBITORS***
S_S64_LAST_EXP_,0.5,0.0057610397001435516,0.02392499956660637,0.006141820212171971,NA,NA,PEDIATRICS
D_4010_FIRST_EXP_DT,0.5,0.0056754140810909,0.0020128217041710714,0.002233389168062535,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
D_7288_FIRST_EXP_DT,0.5,0.005507349217680797,3.7034315670810084e-4,0.0011166945840312675,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
G_797000_FIRST_EXP_DT,39.5,0.005418732050265517,8.569120692578358e-4,5.583472920156337e-4,NA,NA,POTASSIUM***
G_371000_FIRST_EXP_DT,8.5,0.005167690895622167,2.736922771353022e-4,5.583472920156337e-4,NA,NA,CARBONIC ANHYDRASE INHIBITORS***
D_4010_LAST_EXP_DT,1080,0.005166721196867887,8.45049555222085e-4,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
G_797000_AVG_CLAIM_CNT,0.15,0.004414700418949843,0.0014314740310489998,0.0016750418760469012,1507,0.5023333333333333,POTASSIUM***
D_7807_AVG_CLAIM_CNT,0.05,0.0039890054363894605,0.0019336205097802242,0.0011166945840312675,1492,0.49733333333333335,MALAISE AND FATIGUE
D_7288_AVG_CLAIM_CNT,0.05,0.003970606095168995,0.004473073513049901,0.002233389168062535,941,0.31366666666666665,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
G_394000_AVG_CLAIM_CNT,0.05,0.0036879283524332363,6.282119000270839e-4,0.0016750418760469012,709,0.23633333333333334,HMG COA REDUCTASE INHIBITORS***
S_S23_LAST_EXP_,0.5,0.0035726855845024798,0.006671310267051186,0.006141820212171971,NA,NA,"ENDOCRINOLOGY, DIABETES & METABOLISM"
S_S21_AVG_CLAIM,0.05,0.0035426309352521233,8.237726827665725e-4,0.0011166945840312675,1550,0.5166666666666667,DIAGNOSTIC RADIOLOGY
G_371000_LAST_EXP_DT,84,0.0035188982508831254,1.6465046593810932e-4,5.583472920156337e-4,NA,NA,CARBONIC ANHYDRASE INHIBITORS***
S_S14_LAST_EXP_,0.5,0.003492058430059989,9.293584662828091e-5,0.002233389168062535,NA,NA,CLINICAL NEUROPHYSIOLOGY
G_797000_AVG_CLAIM_CNT,0.35,0.0034130625582733027,6.381352828027661e-4,5.583472920156337e-4,1484,0.49466666666666664,POTASSIUM***
G_371000_AVG_CLAIM_CNT,0.75,0.00324305009647375,0.003090481949194515,0.003908431044109436,487,0.16233333333333333,CARBONIC ANHYDRASE INHIBITORS***
D_4010_LAST_EXP_DT,628.5,0.0032247747658711162,0.0012154545398602523,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
D_4010_LAST_EXP_DT,1078.5,0.003188749071865736,0.0012796960633458655,0.0011166945840312675,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
S_S08_LAST_EXP_,0.5,0.003175688116227323,0.010706487081380297,0.0033500837520938024,NA,NA,CARDIOVASCULAR DISEASE
S_S11_LAST_EXP_,0.5,0.0030326386546983787,0.015768157496346476,0.0011166945840312675,NA,NA,CHILD NEUROLOGY
G_371000_FIRST_EXP_DT,0.5,0.002962318871605973,2.508236234988837e-4,5.583472920156337e-4,NA,NA,CARBONIC ANHYDRASE INHIBITORS***
D_4019_LAST_EXP_DT,286.5,0.002960808912117168,0.0020675970259415254,0.0011166945840312675,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
P_99213_FIRST_EXP_DT,988.5,0.0028946893099147226,2.0706212181730415e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_2768_AVG_CLAIM_CNT,0.35,0.0028648408740308833,0.004978476326768699,0.0016750418760469012,1380,0.46,HYPOPOTASSEMIA
P_99213_FIRST_EXP_DT,1003.5,0.0027524899140194572,0.002945494109103007,0.0011166945840312675,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
S_S14_AVG_CLAIM,0.05,0.0026704572504968366,0.008025009178357178,0.002233389168062535,132,0.044,CLINICAL NEUROPHYSIOLOGY
G_371000_AVG_CLAIM_CNT,0.35,0.0025706021333955086,0.008736555335491515,5.583472920156337e-4,479,0.15966666666666668,CARBONIC ANHYDRASE INHIBITORS***
D_4019_LAST_EXP_DT,463,0.0025545411514567877,4.5908198135443214e-4,5.583472920156337e-4,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
P_99214_LAST_EXP_DT,0.5,0.0024020986890916857,7.782968961171848e-4,0.0011166945840312675,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_7807_LAST_EXP_DT,0.5,0.002374734067302734,3.143681426797093e-4,5.583472920156337e-4,NA,NA,MALAISE AND FATIGUE
P_99214_FIRST_EXP_DT,1458.5,0.00231421101219641,2.3263046705849206e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_7288_AVG_CLAIM_CNT,0.25,0.002294928413939189,0.0016178961848953592,0.003908431044109436,942,0.314,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
S_S21_LAST_EXP_,0.5,0.002291615867583216,0.001068733981629239,0.002233389168062535,NA,NA,DIAGNOSTIC RADIOLOGY
D_7807_FIRST_EXP_DT,5142,0.0022372917364391716,1.4365047508246016e-4,5.583472920156337e-4,NA,NA,MALAISE AND FATIGUE
AGE,55.95,0.0022041418918821946,9.11766116032412e-4,5.583472920156337e-4,1759,0.5863333333333334,Age
P_99214_FIRST_EXP_DT,625.5,0.0021114719377876047,6.921329551422589e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
G_661000_AVG_CLAIM_CNT,0.05,0.002104068980440656,4.2610004487141285e-4,5.583472920156337e-4,1430,0.4766666666666667,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***
D_4019_LAST_EXP_DT,0.5,0.00209774654456276,2.7631938812651527e-4,0.0011166945840312675,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
D_7225_FIRST_EXP_DT,5160,0.0020410053145981225,3.2276675653409165e-5,5.583472920156337e-4,NA,NA,DEGENERATION OF THORACIC OR LUMBAR INTERVERTEBRAL DISC
P_99213_FIRST_EXP_DT,1786.5,0.001897584098272466,5.14765520855367e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_99214_FIRST_EXP_DT,1753.5,0.0018916744770071064,3.114418766728326e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_99213_FIRST_EXP_DT,1619.5,0.0018713440499816907,0.0018682307533076608,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_4019_AVG_CLAIM_CNT,0.05,0.00184819041429739,0.0014456426116689104,0.0016750418760469012,978,0.326,UNSPECIFIED ESSENTIAL HYPERTENSION
G_394000_FIRST_EXP_DT,5168,0.0018211191956458044,7.729604929109436e-4,5.583472920156337e-4,NA,NA,HMG COA REDUCTASE INHIBITORS***
P_99214_AVG_CLAIM_CNT,0.05,0.0017615894999433634,0.0012375507283952493,0.0016750418760469012,1811,0.6036666666666667,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
S_S37_AVG_CLAIM,0.05,0.0017573361795616685,0.0023014396660512916,0.00446677833612507,1653,0.551,INTERNAL MEDICINE
D_V064_LAST_EXP_DT,520.5,0.0017514299938004665,0.002143616578092612,0.0016750418760469012,NA,NA,(blank)
G_221000_AVG_CLAIM_CNT,0.05,0.0017472769125642853,6.366973033982057e-4,0.0011166945840312675,1393,0.4643333333333333,GLUCOCORTICOSTEROIDS***
D_7291_AVG_CLAIM_CNT,0.05,0.001742340868848221,0.001764728494229785,0.0016750418760469012,514,0.17133333333333334,"MYALGIA AND MYOSITIS, UNSPECIFIED"
G_797000_LAST_EXP_DT,244,0.0017318016286731485,5.583772530169096e-4,5.583472920156337e-4,NA,NA,POTASSIUM***
D_7288_LAST_EXP_DT,71.5,0.0015911343568096434,1.8419135604662878e-4,5.583472920156337e-4,NA,NA,"OTHER DISORDERS OF MUSCLE LIGAMENT, AND FASCIA"
G_797000_LAST_EXP_DT,359.5,0.0015636946526314318,3.2345031998451694e-4,5.583472920156337e-4,NA,NA,POTASSIUM***
G_797000_AVG_CLAIM_CNT,0.75,0.0015612902984230377,2.521469524157337e-4,0.002233389168062535,1491,0.497,POTASSIUM***
D_3449_LAST_EXP_DT,46.5,0.0015276412529473579,3.236365718235373e-5,5.583472920156337e-4,NA,NA,(blank)
S_S14_LAST_EXP_,0.5,0.0014334530276603548,0.006525438786791458,5.583472920156337e-4,NA,NA,CLINICAL NEUROPHYSIOLOGY
D_2768_LAST_EXP_DT,522.5,0.00137998106778157,3.126957163726295e-4,5.583472920156337e-4,NA,NA,HYPOPOTASSEMIA
P_99245_AVG_CLAIM_CNT,0.05,0.0013706304012224564,0.0012428297199521432,0.0016750418760469012,305,0.10166666666666667,"OFFICE CONSULTATION FOR A NEW OR ESTABLISHED PATIENT, WHICH REQUIRES THESE 3 KEY COMPONENTS: A COMPREHENSIVE HISTORY; A COMPREHENSIVE EXAMINATION; AND MEDICAL DECISION MAKING OF HIGH COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 80 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_4010_LAST_EXP_DT,511.5,0.0013703450327319114,0.0013849782755657194,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
D_4019_LAST_EXP_DT,335,0.0013182888330343734,3.379510817193811e-4,5.583472920156337e-4,NA,NA,UNSPECIFIED ESSENTIAL HYPERTENSION
AGE,49.6,0.0013051092416797943,1.6552834574017232e-4,0.0011166945840312675,1724,0.5746666666666667,Age
P_99213_FIRST_EXP_DT,2037.5,0.0012738544655454642,0.0012288070686081662,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
D_7225_AVG_CLAIM_CNT,0.05,0.0012603489722924114,6.482447254052634e-4,0.0011166945840312675,362,0.12066666666666667,DEGENERATION OF THORACIC OR LUMBAR INTERVERTEBRAL DISC
S_S66_LAST_EXP_,0.5,0.0012426775423682633,0.002811388944764238,0.0016750418760469012,NA,NA,PHYSICAL THERAPY
G_661000_FIRST_EXP_DT,1091.5,0.001198104369429099,3.8851173558623e-4,5.583472920156337e-4,NA,NA,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS)***
D_4010_LAST_EXP_DT,437.5,0.0011609621365723639,3.486288804491983e-4,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
G_050000_FIRST_EXP_DT,538.5,0.0010932245227342082,4.892432585434213e-4,5.583472920156337e-4,NA,NA,FLUOROQUINOLONES***
D_4010_FIRST_EXP_DT,788,0.0010924875516809566,4.0900903848872935e-4,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
P_99213_AVG_CLAIM_CNT,0.35,0.0010837455511770642,7.35102041654299e-4,0.0016750418760469012,1958,0.6526666666666666,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_99213_FIRST_EXP_DT,2272,0.0010752463078298855,5.514187307013445e-4,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: AN EXPANDED PROBLEM FOCUSED HISTORY; AN EXPANDED PROBLEM FOCUSED EXAMINATION; MEDICAL DECISION MAKING OF LOW COMPLEXITY. COUNSELING AND COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF LOW TO MODERATE SEVERITY. TYPICALLY, 15 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
AGE,61.5,0.0010723787700850904,7.797423639977471e-5,5.583472920156337e-4,1735,0.5783333333333334,Age
P_99214_FIRST_EXP_DT,1508.5,0.0010660757281822802,0.0010766546771049392,5.583472920156337e-4,NA,NA,"OFFICE OR OTHER OUTPATIENT VISIT FOR THE EVALUATION AND MANAGEMENT OF AN ESTABLISHED PATIENT, WHICH REQUIRES AT LEAST 2 OF THESE 3 KEY COMPONENTS: A DETAILED HISTORY; A DETAILED EXAMINATION; MEDICAL DECISION MAKING OF MODERATE COMPLEXITY. COUNSELING AND/OR COORDINATION OF CARE WITH OTHER PHYSICIANS, OTHER QUALIFIED HEALTH CARE PROFESSIONALS, OR AGENCIES ARE PROVIDED CONSISTENT WITH THE NATURE OF THE PROBLEM(S) AND THE PATIENT'S AND/OR FAMILY'S NEEDS. USUALLY, THE PRESENTING PROBLEM(S) ARE OF MODERATE TO HIGH SEVERITY. TYPICALLY, 25 MINUTES ARE SPENT FACE-TO-FACE WITH THE PATIENT AND/OR FAMILY."
P_G8553_FIRST_EXP_DT,1098.5,0.0010189649921315625,7.678126456901847e-4,0.0011166945840312675,NA,NA,PRESCRIPTION(S) GENERATED AND TRANSMITTED VIA A QUALIFIED ERX SYSTEM
P_36415_LAST_EXP_DT,3.5,0.0010181753802887927,8.200509101936531e-4,0.0016750418760469012,NA,NA,COLLECTION OF VENOUS BLOOD BY VENIPUNCTURE
G_050000_FIRST_EXP_DT,466,0.0010121106072227483,1.4750416004033522e-4,5.583472920156337e-4,NA,NA,FLUOROQUINOLONES***
D_4010_LAST_EXP_DT,253.5,9.981968153827867e-4,4.932121508244017e-4,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
P_99291_AVG_CLAIM_CNT,0.05,9.82975426331199e-4,7.820597593020119e-4,0.002233389168062535,446,0.14866666666666667,"CRITICAL CARE, EVALUATION AND MANAGEMENT OF THE CRITICALLY ILL OR CRITICALLY INJURED PATIENT; FIRST 30-74 MINUTES"
D_7291_LAST_EXP_DT,6.5,9.77977211072146e-4,4.242663283119855e-5,5.583472920156337e-4,NA,NA,"MYALGIA AND MYOSITIS, UNSPECIFIED"
D_4010_FIRST_EXP_DT,630,9.604921572485705e-4,9.720214661385789e-4,5.583472920156337e-4,NA,NA,MALIGNANT ESSENTIAL HYPERTENSION
G_221000_FIRST_EXP_DT,114,9.526071210923516e-4,5.17509375267327e-4,5.583472920156337e-4,NA,NA,GLUCOCORTICOSTEROIDS***
S_S67_LAST_EXP_,0.5,9.511129538404019e-4,0.0018693098619007478,0.0033500837520938024,NA,NA,PHYSICIAN ASSISTANT
